path,bytes,sha256
csynth/boom_core_step/csynth.log,36463,abb6b0ddbf55362785b7715f602349a12a86be9b12aa7fcd0953146498bcbdd2
csynth/boom_core_step/csynth.time,83,07e1d077c095572d4facc8c255542b6569e82fdadd1f93d893433cc2751d012e
csynth/boom_core_step/csynth_failed.txt,55,012df5427094df271f9d9fcd0fee69030d4ad95c1c6d4c73c29679f5ffb27bfe
csynth/synth_completion_top/csynth.log,142676,74563702d2e774a14b16bb49f3907f420125bef10422b96a34dae709e68e81fa
csynth/synth_completion_top/csynth.time,46,cd1b9fee7bf6afa581b001bb34e97b51896dfc4a73f96d44d0ad036aa55a9bb3
csynth/synth_completion_top/synth_completion_top.verbose.bind.rpt,1412847,dd7ae1b108a5e0f0d4a61101b717e76ed9e39216724dc767415e164e2cba0672
csynth/synth_completion_top/synth_completion_top.verbose.rpt,1549891,7a85f2dc2c59c5fa5150b8ff29879f227b3b1a01a8d2f15e7e1524882baac474
csynth/synth_completion_top/synth_completion_top.verbose.sched.rpt,525789,b958a13d94e70200e717a8436fd3cbcf56de734b3210713c50542f300eaffb62
csynth/synth_completion_top/synth_completion_top_csynth.rpt,142176,266d56687f4b531b04f42efc336c1f9e9311d099acd130e96886ce4d2871f61a
csynth/synth_completion_top/synth_completion_top_csynth.xml,9049,3b5aeec4348a1fe0f59d0e86eb0f9ddb9f71ffd49067d886baa807f6de3ffd2b
csynth/synth_core_step_top/csynth.log,311350,8542bdaeafbeca9dfe5efd6144b97efce4587b8bef1652b760f00e10207e5bc0
csynth/synth_core_step_top/csynth.time,46,9d9aa1fe326258935469543712893c6de9658bb39f5e620d556c016228904775
csynth/synth_core_step_top/synth_core_step_top.verbose.bind.rpt,2518952,ddc97b13d47a332dbf63c3fa968f362f541c83bce856a15a13a2f920ea2929f2
csynth/synth_core_step_top/synth_core_step_top.verbose.rpt,2783506,a4b327b77c987f63307c68cb8926abd4882950c6a0d08d358755bb61bfeae190
csynth/synth_core_step_top/synth_core_step_top.verbose.sched.rpt,875525,162c78a63b5a8bba5f2a8e8645ece9e640831e91e392d4dc698f7f90e5ef0048
csynth/synth_core_step_top/synth_core_step_top_csynth.rpt,269692,3fca069e32e405295163663a3a1af5cdfe2af525b1ea7dd17436e37678131eef
csynth/synth_core_step_top/synth_core_step_top_csynth.xml,12608,34029dc73cf413476cd13c5f676cff44228cf0a5676ad403ba3ca0e25d0d3faa
csynth/synth_execute_top/csynth.log,42118,bb438c6ea6065c351592c2e95f5ae7d2c5856be6757423a93f8ab3a0ea53d51b
csynth/synth_execute_top/csynth.time,45,82f356427d5d85b30f38e077ef7663fe4c1e4a32f73133036c75c9a1d8d2e03a
csynth/synth_execute_top/synth_execute_top.verbose.bind.rpt,118844,59d0d181c64d4935390504c70ff36d8892bb60611cc9af3f2a6953340824118b
csynth/synth_execute_top/synth_execute_top.verbose.rpt,131219,3db1f20b91688e9d37a1009c0b9572999663ca5f65d5de8ea08ec92e17aea14b
csynth/synth_execute_top/synth_execute_top.verbose.sched.rpt,45760,8d73506dc45a39edbf2fbb60abdd75582ebf10b7641ab4a2ce065ba5374def78
csynth/synth_execute_top/synth_execute_top_csynth.rpt,15429,2d7219a0ab10dc8d0e95431d46e0e991f455fb9e4300d510f54fbc6858929997
csynth/synth_execute_top/synth_execute_top_csynth.xml,5341,b7dcfe9351fab75124d7e0738389e49859c5cb3fa2a0e5cbbbdc14a551d8ca25
csynth/synth_mul_top/csynth.log,8467,d26cf173c6bcafc967f5a335ae148c539c41a6a91af8b2dea00920fce3e611ce
csynth/synth_mul_top/csynth.time,44,ad4aa4148eb259ee7abd10f5767b728a02557531c0eef5068b0b138e531bb752
csynth/synth_mul_top/synth_mul_top.verbose.bind.rpt,50174,2334638f174c689cf3332daeee717393d46b6faee08d7e33f17fc4882e24824a
csynth/synth_mul_top/synth_mul_top.verbose.rpt,56929,6d233d4e73551ff46a01dd17fb9fc23fd2db631d097c3eb3a3c8dccbceef7ac9
csynth/synth_mul_top/synth_mul_top.verbose.sched.rpt,19460,cb88c50a64516c546a630a0d93a7fc11a1780286ae8b9e5c8ef3987db6556413
csynth/synth_mul_top/synth_mul_top_csynth.rpt,8180,2288e66c38a171ceca4a61e99a0c0b7e74d835925090324ae94e043d61a8ff18
csynth/synth_mul_top/synth_mul_top_csynth.xml,4907,0451c8b136f01be115fbdd1fcfca249d165f504d224d0d3cc8b183f36357aa43
legacy/concurrency_metrics.csv,4093,127ca7cf05ef22801863fa6b5fa2dd15835d973c816a0692d102584489b89a61
legacy/regression/w4e/latency_metrics.csv,160,944eed6591e00f3b211de3df9f4bf569cca738bf8407cae64e1b90f4f1eed9a4
legacy/regression/w4e/logs/w4_bypass_tests.log,1075,d43952f5addd5477a3d1b995be87186344f577bc6ae53a2bf53f0993848e2543
legacy/regression/w4e/logs/w4_bypass_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
legacy/regression/w4e/logs/w4_completion_random_tests.log,16426,5030342fca43c964aaa1a78124a9075effc33ac854544e488e4f33c7b5b9497f
legacy/regression/w4e/logs/w4_completion_random_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
legacy/regression/w4e/logs/w4_multi_completion_tests.log,575,d5ed027085c0d02aa7a70c2fe4a746611203ab632f94a7ce86efab3b002ef8a5
legacy/regression/w4e/logs/w4_multi_completion_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
legacy/regression/w4e/logs/w4_multi_wakeup_tests.log,1084,75e8931efccbd80285fa12123ef9486796bcc023749b3483db79f01461e95dbf
legacy/regression/w4e/logs/w4_multi_wakeup_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
legacy/regression/w4e/logs/w4_multi_writeback_tests.log,1284,d7c324628ef529c26461f008a017069ad150be5732618a113e1a9dafbcb96fb0
legacy/regression/w4e/logs/w4_multi_writeback_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
legacy/regression/w4e/logs/w4a_completion_interface_tests.log,1558,124721e90f9db417bb71889d60bca28aeb0ec0833d2330ebed31fb54a1dac9ae
legacy/regression/w4e/logs/w4a_completion_interface_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
legacy/regression/w4e/logs/w4b_multi_rob_complete_tests.log,1472,4e9c23a77e945d98f34dc887e115e8fad38947b2bed1514bad51b1acf37e1f88
legacy/regression/w4e/logs/w4b_multi_rob_complete_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
legacy/regression/w4e/logs/w4d_rtl_oracle_tests.log,48,2c65508dec7f84a073ac107d738913188889f9ee1c6236f9dde19166a915b1ea
legacy/regression/w4e/logs/w4d_rtl_oracle_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
legacy/regression/w4e/product_full/artifact_hashes.csv,7977,f2162bd0ad90811696d441a2e36851d2b327dc40f70def23e7355c39084dcf21
legacy/regression/w4e/product_full/full_program_architectural_diff.csv,2427,d25515447134e17342ef673ef61be38a00bb3c6a78111417cf77edfbbad4b3f4
legacy/regression/w4e/product_full/full_program_architectural_diff.md,993,2a072e422888014609e5df6a966b482167612fb15650bd4abf8dcc9c1ec9056b
legacy/regression/w4e/product_full/hls_traces/branch_not_taken_hls_cpp_full.jsonl,6195,d1df090c1b93c412946392b2f34bf93b33425fbf669c8b2549650f5776b80c28
legacy/regression/w4e/product_full/hls_traces/branch_not_taken_hls_csim_full.jsonl,6209,6094fa56d0d137b207abcdf55f3fa7108c629b2409f58ef14a914681b286fdcb
legacy/regression/w4e/product_full/hls_traces/branch_taken_hls_cpp_full.jsonl,5665,e154c3c83da61a99d9766b871bbfcf39d68109dad0a4160acebfd49d20d03f7e
legacy/regression/w4e/product_full/hls_traces/branch_taken_hls_csim_full.jsonl,5678,f00f644b7e3bb11de541b4571c84b15bd0b4cc1441bef3ac23285332e58d9db5
legacy/regression/w4e/product_full/hls_traces/independent_alu_hls_cpp_full.jsonl,5240,22a72e98e3098c8402b829cee6b9c7c0cde6b082c1415245baea080c3f79660f
legacy/regression/w4e/product_full/hls_traces/independent_alu_hls_csim_full.jsonl,5252,364a640c2d67e35193cf77518c3d0f767be60230306a1eda04cc8d42be4b6e72
legacy/regression/w4e/product_full/hls_traces/load_store_hls_cpp_full.jsonl,5707,04c638f1fa0080cacf9abdcc4fd4a6d00372f8d2653a448374089e1a7dbfc532
legacy/regression/w4e/product_full/hls_traces/load_store_hls_csim_full.jsonl,5720,ae7d7d8b2bebe3790876493e5c5de56dfd3d70504cf9368689a46b169f10c290
legacy/regression/w4e/product_full/hls_traces/nested_branch_hls_cpp_full.jsonl,6140,6bc8c6b756132bb8eab0db7885eb2abe2220376e945cd48962dcdbf71138ff40
legacy/regression/w4e/product_full/hls_traces/nested_branch_hls_csim_full.jsonl,6154,75e4a2e42d340cd839de2c040611e0a0f3ff5cd39edeefd6d3c03b8c525cecc2
legacy/regression/w4e/product_full/hls_traces/raw_chain_hls_cpp_full.jsonl,5169,506ce2aaea3772a39a450d35a62ad6832256bb4f3678cd75afbd231a78a360c6
legacy/regression/w4e/product_full/hls_traces/raw_chain_hls_csim_full.jsonl,5181,189fb5199d0e054450a671d64c5ec94323b4b9ebc0dad02bd3ff473a07fdfd80
legacy/regression/w4e/product_full/hls_traces/tohost_hls_cpp_full.jsonl,2817,49acd08edd1d99dd23f71fb9dd707659f58114429147b1122d0f7abc37f8c907
legacy/regression/w4e/product_full/hls_traces/tohost_hls_csim_full.jsonl,2824,e5cfc8806b8bc06305ba93c2ad6e0c00890d03a645e1d248edfefc8c921f6d3a
legacy/regression/w4e/product_full/logs/branch_snapshot_random_tests.log,5481,e090f56d75582bf4c4e80424f5f7261c9d363d36c1dfd2ac413823bdbe9248c7
legacy/regression/w4e/product_full/logs/branch_snapshot_random_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
legacy/regression/w4e/product_full/logs/branch_snapshot_tests.log,2598,412affea88bd48d63154c7f06ecc0f2cd6bd1ca16df3f49c787771dcfed1a6dd
legacy/regression/w4e/product_full/logs/branch_snapshot_tests_compile.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
