path,category,status,sha256
reports/gate5_2_rvc/r2/baseline_manifest.md,R2 evidence,PASS,79f3d5c7ffd785ea8ff292fc267a8f382b68238dac57c0b388d09e89d79851fa
reports/gate5_2_rvc/r2/critical_path_analysis.md,R2 evidence,PASS,2cb0c464662dcab9b9dd5dac198ecc5a441c77df59bfca7ad322bf6cf13cc940
reports/gate5_2_rvc/r2/cycle_trace.csv,R2 evidence,PASS,d4c9d28d1fa7e374510b5f9b93f8bd2af7d932d037ea34b68394f443b681df44
reports/gate5_2_rvc/r2/frontend_state_delta.csv,R2 evidence,PASS,797862413529e72099e4986795e7e7cdbf1066cb42ddbef751af4b50c6eee62e
reports/gate5_2_rvc/r2/frontend_status_before.csv,R2 evidence,PASS,a71b15308dd8418749c8827141a64891fb2199a3bb6d78e2955da38c9e1071c2
reports/gate5_2_rvc/r2/gate5_1_resource_baseline.csv,R2 evidence,PASS,93a647c2691ee7a741d020204e904f1af102f575a8a1ccb82c7bda08b21f3ab2
reports/gate5_2_rvc/r2/git_status_before.txt,R2 evidence,PASS,2ef470d43dc313782e83169fa51c3a63318b8758e78bdca5f530adf8185ba70b
reports/gate5_2_rvc/r2/imem_parcel_model.md,R2 evidence,PASS,f28e06e7801855f888703ad9da79896542f0dcbe59988f24f5a72fde96b11b55
reports/gate5_2_rvc/r2/protected_decode_gap_matrix.csv,R2 evidence,PASS,38096b8f978e42dbcc51a237e4f7bbd4464fa45742a6af829fc77e7cfb4473b6
reports/gate5_2_rvc/r2/protected_decode_gaps.md,R2 evidence,PASS,27a3ea601656468a3556ce8231241381032db7d1079526baf6ed8c70143dccbd
reports/gate5_2_rvc/r2/r1_resource_baseline.csv,R2 evidence,PASS,0fa6489fc0e2ad05a1faa89e1b0c2b5095987f0aca2ed348f91792531e9788f8
reports/gate5_2_rvc/r2/r2_full_core_program_matrix.csv,R2 evidence,PASS,71dc625267266c1361bcb605578466d7fef65ea3940ad6ab0cda30b38f0a2457
reports/gate5_2_rvc/r2/r2_full_core_results.md,R2 evidence,PASS,86235939a75e278e1fcd8c7ce2d9a8cb0d0cff7541c34f1027c8e66557f8964d
reports/gate5_2_rvc/r2/r2_full_core_rtl_blocker.md,R2 evidence,PASS,211e2608a4489b969f79b405f3eff4d5179465c4630282bfb27b2e6df30aeef7
reports/gate5_2_rvc/r2/r2_full_core_rtl_matrix.csv,R2 evidence,PASS,ba6f55e4312185a86ebb633437943152148fe0393077b6e8212b4ee194e37887
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_addi.jsonl,canonical RTL trace,PASS,071daacbc54dfdf5015cf1ba8def06488f84b1009069237c62e9a58ce1bf5dbb
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_branch.jsonl,canonical RTL trace,PASS,3b5889a701d87150f626c69f7ce1e029197ad883feeb50e77ef525aa1b2ddc1b
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_cross_boundary.jsonl,canonical RTL trace,PASS,5762400028c6127750a392efa46ba377553552753e43b7945187c9394ea0d78c
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_jump.jsonl,canonical RTL trace,PASS,85c8e16b3465b72f61f3b18fa355d0522b5c29d84ad8ccbf37e9811473fd6514
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_load_store.jsonl,canonical RTL trace,PASS,0d41f66bd5a9fda3c7f537507db3d3bc8b557523f97a9a32e8cb15013a999c0d
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_mixed_16_32.jsonl,canonical RTL trace,PASS,782d04b773ca487c4f2256527264892398f4c458b1cf7c9d1e39790cd5d21831
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_redirect_halfword.jsonl,canonical RTL trace,PASS,7cb5099c5a7de238ba9e4449a4933e1b272d9a9a0319ef9d045998549b692cd3
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_rv64m_mix.jsonl,canonical RTL trace,PASS,3c4323ec9ece971a65035aa02b434a2881e3d893c531d501b4a1b463a8acf0ea
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_tohost.jsonl,canonical RTL trace,PASS,fac1596d2d05021c0632510196f7d8f9ae55e12de7ef861a94a8a52feecf51ab
reports/gate5_2_rvc/r2/r2_rtl_traces/rvc_word_ops.jsonl,canonical RTL trace,PASS,cc9f736fc6b4f26c7b06f784f63f8cc55188dc72b0203a159d0f9aa2e2ea83fd
reports/gate5_2_rvc/r2/r2_results.md,R2 evidence,PASS,a130fc674d05e02189536c2e1637097088c67a92751ec18fa4c31a1cdd39d83f
reports/gate5_2_rvc/r2/regression_after.md,R2 evidence,PASS,a589e2da78a4ecc6804fa668a031ef37d6b5562607ca739eb946247d8fec3788
reports/gate5_2_rvc/r2/resource_summary.csv,R2 evidence,PASS,c987135f5051d354779a204935d6bb717b0f7e17217fe769d3d8f6089e395107
reports/gate5_2_rvc/r2/rtl_test_matrix.csv,R2 evidence,PASS,edf9630841d7c0b2aa4ec784dc62014f4d9f36fa13df1ec7f83867337973f74b
reports/gate5_2_rvc/r2/source_hashes_after.txt,R2 evidence,PASS,9890a1dfef78dd6757cbf534080138fdc963d8e86842c2280d5ffc5c275eb73f
reports/gate5_2_rvc/r2/source_hashes_before.txt,R2 evidence,PASS,fa2d0a4ceddc8af2818c39a263bac247a497aaeff2a8da79173c5604017a1c65
reports/gate5_2_rvc/r2/stage_resource_delta.csv,R2 evidence,PASS,b1d3c58ad6e6e024b8515c53490756bb2c76b983cfd69f5fc82e3845848ae8c6
reports/gate5_2_rvc/r2/throughput_analysis.md,R2 evidence,PASS,5002ed646a9b14bea5a77715084813b26fc285460c85c041438819ff68f763c5
reports/gate5_2_rvc/r2/logs/rvc_fetch_tests.log,key log,4111_ASSERTIONS_414_CASES_PASS,9cdfd50c2ab67452e1e1af8772e5b356789ea3e42e840c50b41cddd672bf198f
reports/gate5_2_rvc/r2/logs/rvc_fetch_random_tests.log,key log,256X2048_PASS,90070264906486ad9066cfc74af40f78f8e38eddd66534bedb0325e74250c650
reports/gate5_2_rvc/r2/logs/rvc_throughput.log,key log,PASS,c9783f40d2d88ad945ad93c640da36f2917f0d97f253e8ceb55f4e864c4d51cd
reports/gate5_2_rvc/r2/logs/rvc_decompress_tests.log,key log,65536_PASS,07d11cecc5f6dae54dca439dfd9004acfd8d62ad1552ead6dfa9b4da05cc2ab5
reports/gate5_2_rvc/r2/logs/rvc_decode_cross_tests.log,key log,38294_PASS,d836012b25adb82f354bd8513dc4ae460d8506ae0bc2cf686ad1177e484af754
reports/gate5_2_rvc/r2/logs/xsim.log,key log,58_OF_58_PASS,76cec6ed336f8590aaba36f1df403e2aa78b900dc181408fff5d2a32afb97691
reports/gate5_2_rvc/r2/logs/r2_native.log,key log,10_OF_10_PASS,b447dc07cd908d92c107d68da9ea1d50c2617edb14053f9c9350be7df36f984a
reports/gate5_2_rvc/r2/logs/r2_csim.log,key log,10_OF_10_PASS,7610a590d93e783c06b0ff75a702fd124f0c4828e066e56bef0d8b52970ee7e7
reports/gate5_2_rvc/r2/logs/canonical_csynth/module_csynth_summary.csv,canonical csynth,PASS,cb75764526287013737cb74defd016e6a1c08f8a8666a5476e633ec668abd11c
reports/gate5_2_rvc/r2/logs/canonical_csynth/core_csynth_summary.csv,canonical csynth,PASS,5727be97fbe31d1955f12f46a61d09ab6884f4ba00fa1e03e8022b706d81ab40
reports/gate5_2_rvc/r2/logs/canonical_csynth/tool_versions.log,canonical csynth,PASS,da050106496446c50090baf04efb41ad333de0a50a23481fc1eed864b9663f3c
reports/gate5_2_rvc/r2/logs/gate5_1_preservation/xsim.log,preservation log,33_OF_33_PASS,13a3bc6b1eeb64bd4b8cab88c65c8412c2fa842c0115d7ed9d234fd3d61d9ddb
reports/gate5_2_rvc/r2/old_regression/current_w4e/regression_after.md,W4 regression,PASS,5c201dc2217dfe157b3c73fb175a85775a22ccf8ac3048159dfd629e7671fea7
reports/gate5_2_rvc/r2/old_regression/current_w4e/regression/w4e/product_full/regression_after.md,W3 regression,400_OF_400_PASS,98cba91bb7f8f2786c49da8035e03e0edc545f1fda3affa1fb68319e0a2052b7
reports/gate5_2_rvc/r2/old_regression/current_gate3_9/rtl_run_status.csv,Gate3.9 RTL,49_OF_49_PASS,687fd3412a3f63ff7b052efde207c7215cdc263a52d8c016041e8ca4ff07bff6
reports/gate5_2_rvc/r2/old_regression/current_m3c/logs/rv64m_full_core_tests.log,M3C native,15_OF_15_PASS,813cd7798929a090362e76fa70d6e4c108ddf4eaf9c9ee7446602a1d172e50aa
reports/gate5_2_rvc/r2/old_regression/current_m3c_csim/vitis_csim.log,M3C csim,15_OF_15_PASS,4ae8c5c3a41b578fb409bd571f3b82b3b193b34bddc0062ba7672b9633367b22
reports/gate5_2_rvc/r2/old_regression/current_m3c_full_rtl/full_core_rtl_matrix.csv,M3C full RTL,15_OF_15_PASS,517fec02491c4d6897fc34c738dba0720ebc2807370d7efa5d1d119f38ce79cd
reports/gate5_2_rvc/r2/old_regression/current_m3c_focused_rtl/rtl_test_matrix.csv,M3C focused RTL,30_OF_30_PASS,40b1169e6341f28b75f56738b4d938159fd93319084e1b900b2a81595204529e
