path,scope,sha256
src/boom_core_step.cpp,INCLUDED,b4154623a8a1802d73ac82caf9cfec0d312868e42189e5264f02a9adee45f002
src/boom_core_top.cpp,INCLUDED,f7b43a4a7383cc21f3421824620a808a753cd4a518c79e067649edfb6f19bd9e
src/branch.cpp,INCLUDED,f3e965a7d35e958d0fd54443b20ad78ac2244659aaa72b02b7e1caacddf3b89d
src/commit.cpp,INCLUDED,2673a15094e227a702fca3ec79a87a7a709c3246a5fe63c177efafb68dd4d2f2
src/completion.cpp,INCLUDED,249850cd5c4c9cccebc3ae760760a3ef13ac569f0b3ff2a2e12c5e4363b2576a
src/csr.cpp,INCLUDED,83ac2fe425adba4e720d92baade92aea8e84e93c928f9fc04df2bebe5e5a538d
src/decode.cpp,INCLUDED,06bafed5ec331eea1f8453b04a7aa8b379265597265ae41e19e75e7183d21f53
src/divider.cpp,INCLUDED,eb4514f11ab347649309142df54aae679dcdf15d7b7dd2b71583bec106c9991e
src/execute.cpp,INCLUDED,c4d205388a2ed4d42874c58bcd0874affa5a6f3d6b25cdc0ebfecde96a48a647
src/fetch_buffer.cpp,INCLUDED,c4a2c2ea3692802ef3a69ab316f574cf2242c84752b4dcb92b5129a998f2b34d
src/fetch_packet.cpp,INCLUDED,63bd6563e95c165ac7f2162bc7b788523c46cde485ca606e965fdd191716108f
src/frontend.cpp,INCLUDED,44a93bd81ad703f23f0b0ef029c37ff0cf5076e4ef9c2b064eb8d088cb02e79f
src/ftq.cpp,INCLUDED,8fba58d2f3a7476127e11aa926f79886993290578753e2b35e1a7568e39d5c77
src/issue.cpp,INCLUDED,84de10228b9199ee36f90de7cced80aed959678174cdf43cf1a9558ce41c3dc1
src/lsu.cpp,INCLUDED,c13765170c232f1168b4003c4e6215a4c92f6bdf613710219711ab404f2c53ff
src/mul.cpp,INCLUDED,a70e7f7abe219d9e2175c623a2d7da54817a58a2b153fb9393a1c08a1241610e
src/predecode.cpp,INCLUDED,97c3c055fc1928c607627030887efc427fb93af9df8c9d8653bce4704d825d5c
src/predictor.cpp,INCLUDED,85cfb23dd5d3e88e719a3cd3047b847f38efe11cae3ee9449ff8bd296516148d
src/rename.cpp,INCLUDED,56ad03250e33ac92bbae4443088268155214b25a0e02557df30d8499d32afde2
src/reset.cpp,INCLUDED,97ae9f8948f2dbcf1e3d1581cdb77feb22b87e4a4d3c204006f21f47bb2baf8e
src/rob.cpp,INCLUDED,515a73bba580c649cd8e74fe3c6bb36c8786692a43592d3f68b6895f7b322e39
src/rvc.cpp,INCLUDED,987f69a8f6670e58deba1b0b2145ffb99ff79bd12b6f3b96a2362fa3e46a7c8e
src/synth_fetch_buffer_top.cpp,INCLUDED,ea6dc234d8051d40fc3edde3b60fc15e07f6d47b11e01743e28aa067a9fb0cd1
src/synth_module_tops.cpp,INCLUDED,4cdcc4de13d8c3c345427a608ed88852e947b85da23382a46df08cebea7ffcca
src/synth_rvc_top.cpp,INCLUDED,c54a9b5aa5cd7c3b0d9f12da2e0e8f35640567354e2fe57cf12f801680a53426
include/boom_config.hpp,INCLUDED,e99e1ff727d37f85764fb02e07243899dd39e32091e21f8b294caf5f6402b6e2
include/boom_interfaces.hpp,INCLUDED,4381312a6072281a74c8ecfcf4a55af69eddbba3c7c53ca0d0cdf9212deacce2
include/boom_state.hpp,INCLUDED,00943059e5e0a9692c5ef5664404b431cea2126c3c6652e1509d74df1a46173f
include/boom_types.hpp,INCLUDED,6a6dc6fd46108dcf65cdfb322ade64e7614cdc44d14e8cbd07e9b9a96069b940
include/completion.hpp,INCLUDED,6a5bb3901d5903cec78a8dce7e89657b5a21daef97a44160977bc747d0f557cc
include/divider.hpp,INCLUDED,3068ec6e117566bcd7f90bd85055bc272cf4bea7a2262133f4e5ebdaa44b3f1a
include/fetch_buffer.hpp,INCLUDED,af8cae59537b949a9b5175628fb7653aadf119b488162ed1970b53ec2d7c889c
include/fetch_packet.hpp,INCLUDED,1333f16c81e9de22d980e5c35c6975fbf3e1069cc0bac70c123ae7a3d3b17110
include/frontend.hpp,INCLUDED,ad737796a403471759217bc16076bf174bd837264c3fd702c29f019a39a7bd24
include/ftq.hpp,INCLUDED,4ab1702f100e1d34e3a2c123f3191dc0664b18086ca88249279ec6bd08008511
include/issue.hpp,INCLUDED,a06bc287afd03589a10f9ffd22f40d111adbac0798ea13cf818b5c4a7f5657f2
include/mul.hpp,INCLUDED,2b5ddc2165cac5b0e647cdce7cecaf05ca9c488ffaae0d6fb1720e0d59f2ea81
include/predecode.hpp,INCLUDED,62857d9c1ce2bc2a668450552be0674c928d693d1aad70946c8e9630f047b279
include/predictor.hpp,INCLUDED,fff3a916b1feb03d594775836d7ebf20b6d8621386ff5e1cb9b52e806f29379c
include/reset.hpp,INCLUDED,3e7bd3ebdd563a900e9dbb1571feedcbc14aea880dc6680c4d6ea3a006804302
include/rvc.hpp,INCLUDED,39cd3e81715349d204a12a4db9046a0d47f52b9a977d2e5ead39e4445b6aac6a
src/boom_all.cpp,EXCLUDED_NON_MODULAR,
src/boom_core_merged.cpp,EXCLUDED_GENERATED,
AGGREGATE,CURRENT_SOURCE_HEADER_HASH,0e21d79d9d170e44397c3b7e1c5317acf417fe0188735098f5dba5e3c4a0be44
