path,size_bytes,tracked_file_count,dirty_file_count,untracked_file_count,category,safe_to_delete,reason
"/home/lab_726/boom/hls_boom/build/gate1_regression_tests",188416,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/build/gate1_regression_tests_dispatch_retry",188416,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/build/gate4_w1_lane_interface_tests",36864,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/build/gate4_w1_lane_interface_tests_dispatch_retry",106496,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/build/gate4_w1_lane_interface_tests_w2",36864,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/build/gate4_w1_merged.o",364544,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/build/gate4_w2_merged.o",372736,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer",6384394240,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/build/gate5_4_predictor",27095040,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_b2_phase_e_frontend_synth_frontend_verify_top",57073664,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_b3i_preservation_frontend_synth_frontend_verify_top",68620288,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_core_boom_core_top",472973312,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_core_synth_core_step_top",429604864,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_synth_completion_top",160632832,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_synth_divider_top",30040064,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_synth_execute_top",47493120,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_synth_frontend_top",43544576,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_synth_issue_top",87322624,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_synth_mul_top",27316224,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_synth_rob_top",134258688,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b2_synth_rvc_top",29818880,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_core_boom_core_top",487612416,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_core_synth_core_step_top",443097088,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_completion_top",160882688,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_divider_top",30236672,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_execute_top",47730688,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_frontend_top",54554624,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_issue_top",87552000,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_mul_top",27512832,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_rob_top",134496256,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_rvc_top",30011392,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p1_synth_frontend_top",54710272,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p1_synth_predecode_packet_top",28905472,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p1_synth_predecode_top",28356608,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_bram_synth_predictor_foundation_top",30674944,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_128_top",30662656,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_256_top",30666752,0,0,0,HLS_WORKSPACE,false,"temporary category requires delete-manifest checks"
